title;descr;price;year;km;transmission;location;date_posted;link;date_imported;Tipo;Marca;Modelo;Comuna;Region;Pais
Hyundai veloster n gdi hatchback 2.0 turbo 2023;"???Somos AutoLoa, tu sueño es hoy ???

????_ UNICO DUEÑO
??_ 11.000 MIL KM
??_ MOTOR 2.0 TURBO
??_ GASOLINA
???_ CAJA MECÁNICA DE 6 VELOCIDADES
??_ RADIO CON CENTRO DE ENTRETENIMIENTO CARPLAY Y ANDROID
???_ SISTEMA DE CONFIGURACION MODOS DE CONDUCCIÓN ESC SPORT Y CUSTOM
?_REGULACIÓN TÁCTIL DURESA SUSPENSIÓN, DIRECCIÓN, REV MATCHING, MOTOR Y ESCAPE
??_ AIRBAG DELANTEROS (LATERALES CORTINA ESPALDARES BUTACAS
??_ CLIMATIZADOR
??_ FRENOS (ABS) CON (EBD)
??_ CALENTADOR Y ENFRIADOR DE ASIENTOS
??_ BUTACAS EN CUERO CON ANCLAJE ISOFIX Y SENSOR (TPMS).

??SOMOS AUTOMOTRIZ EL LOA ESTAMOS UBICADOS EN GRANADEROS NRO. 2223??

????FONO CONTACTO: 940917734????

??????CONTAMOS CON FINANCIAMIENTO AUTOMOTRIZ EN DIFERENTES ENTIDADES:??????
_ OLX AUTOS
_ SANTANDER CONSUMER
_ FALABELLA
_ TANNER
_ FORUM";28790000.0;2023;11000.0;Manual  ;Calama,  II Antofagasta; 30 sep 2023 a las 08:10;https://www.yapo.cl/vehiculos/hyundai-veloster-n-gdi-hatchback-20-turbo-2023_85832388;04-10-2023 1:44;Sedán;HYUNDAI;VELOSTER N GDI;Calama; II Antofagasta;COREA DEL SUR
Hyundai Verna 2021;Auto en buenas condiciones, documentos al día, poco kilometraje,aire acondicionado, económico. Precio conversable ;9200000.0;2021;28500.0;Manual  ;Puerto Montt,  X Los Lagos; 30 sep 2023 a las 07:04;https://www.yapo.cl/vehiculos/hyundai-verna-2021_88281701;04-10-2023 1:44;Sedán;HYUNDAI;VERNA;Puerto Montt; X Los Lagos;COREA DEL SUR
Hyundai Tucson 2012;"Vendo 
Impecable top de línea 
4x4 AT
Se puede conversar el precio 
Hablar al WhatsApp";9500000.0;2012;175.0;Automático  ;Fresia,  X Los Lagos; 30 sep 2023 a las 03:41;https://www.yapo.cl/vehiculos/hyundai-tucson-2012_88281504;04-10-2023 1:44;Sedán;HYUNDAI;TUCSON;Fresia; X Los Lagos;COREA DEL SUR
Hyundai tucson 4x4 2022 crédito;Hyundai Tucson 4x4 2022 en excelente estado 50.000km automático 2.0 bencina, valor $18.990.000, cotiza tu Credito automotriz con pie mínimo desde 4.000.000 y plazo hasta 60 meses, cotiza sin compromiso al +56926207902 o al fono +56945551326 atendemos en castro sector de Llau llao, de 09:30 a 19:00 horas, recibimos en parte de pago!;18990000.0;2022;50000.0;Automático  ;Castro,  X Los Lagos; 29 sep 2023 a las 23:30;https://www.yapo.cl/vehiculos/hyundai-tucson-4x4-2022-credito_88165213;04-10-2023 1:44;Sedán;HYUNDAI;TUCSON;Castro; X Los Lagos;COREA DEL SUR
Hyundai Sonata TAXI TURISMO AEROPUERTO;"Vendo taxi turismo 
Para trabajar en aeropuerto De Santiago 
Se vende cupo y vehículo";9900000.0;2014;600.0;Manual  ;Maipú,  Región Metropolitana; 29 sep 2023 a las 23:27;https://www.yapo.cl/vehiculos/hyundai-sonata-taxi-turismo-aeropuerto_88281195;04-10-2023 1:44;Sedán;HYUNDAI;SONA;Maipú; Región Metropolitana;COREA DEL SUR
Hyundai Tucson 2022;Excelente vehículo...muy amplio y cómodo..sólo 29.000 kilómetros.. full equipo..única dueña.. mantenciones en concesionario de la marca..;17300000.0;2022;29000.0;Manual  ;Cauquenes,  VII Maule; 29 sep 2023 a las 23:21;https://www.yapo.cl/vehiculos/hyundai-tucson-2022_88281168;04-10-2023 1:44;Sedán;HYUNDAI;TUCSON;Cauquenes; VII Maule;COREA DEL SUR
Hyundai Tucson 2015 4x4;Vendo o permuto Hyundai Tucson 2015, Diésel, 4x4 automático. Full equipo. Precio conversable;11000000.0;2015;64000.0;Automático  ;Punta Arenas,  XII Magallanes & Antártica; 29 sep 2023 a las 23:20;https://www.yapo.cl/vehiculos/hyundai-tucson-2015-4x4_86159637;04-10-2023 1:44;Sedán;HYUNDAI;TUCSON;Punta Arenas; XII Magallanes & Antártica;COREA DEL SUR
Hyundai santa fe automatica 2017;Excelente estado. Versión GLS tracción 4x2 automática, bencinera. 3 corridas de asientos, 2 dueños, radio bluetooth con pantalla touch, cámara y sensores de retroceso, climatizador automático bi-zona, volante con regulación de firmeza con 3 modos de conducción, velocidad crucero, 2 copias de llave. FINANCIAMIENTO. RECIBIMOS TU AUTO EN PARTE DE PAGO. TARJETAS DE CREDITO. Agenda tu visita!;11990000.0;2017;139000.0;Automático  ;Vitacura,  Región Metropolitana; 29 sep 2023 a las 22:41;https://www.yapo.cl/vehiculos/hyundai-santa-fe-automatica-2017_88281053;04-10-2023 1:44;Sedán;HYUNDAI;SANTA FE;Vitacura; Región Metropolitana;COREA DEL SUR
Hyundai h1 2011;minibús, marca Hyundai, modelo New H1 GL TCI, color gris, año 2011, motor 2.5, diesel, 12 pasajeros, permiso y seguro obligatorio hasta el 31.05.2024, revisión técnica hasta noviembre 2023, particular, motor excelente a toda prueba, solo algunos detalles de pintura;8500000.0;2011;259000.0;Manual  ;Quillota,  V Valparaíso; 29 sep 2023 a las 22:26;https://www.yapo.cl/vehiculos/hyundai-h1-2011_88280975;04-10-2023 1:44;Sedán;HYUNDAI;H1;Quillota; V Valparaíso;COREA DEL SUR
Hyundai santa fe;Modelo full 4x4 diesel, segundo dueño, neumaticos y bateria nuevo;14690000.0;2014;136000.0;Automático  ;Concón,  V Valparaíso; 29 sep 2023 a las 22:24;https://www.yapo.cl/vehiculos/hyundai-santa-fe_87898971;04-10-2023 1:44;Sedán;HYUNDAI;SANTA FE;Concón; V Valparaíso;COREA DEL SUR
Camioneta Hyundai;Se vende camióneta Hyundai solo 47 mil kilómetros full equipo el precio es más iva;20000000.0;2020;47000.0;Manual  ;Estación Central,  Región Metropolitana; 29 sep 2023 a las 22:15;https://www.yapo.cl/vehiculos/camioneta-hyundai_88280948;04-10-2023 1:44;Sedán;HYUNDAI;TUCSON;Estación Central; Región Metropolitana;COREA DEL SUR
Hyundai tucson 2017;Buen estado, lo vendo porque me cambié de ciudad.;13500000.0;2017;69000.0;Manual  ;Recoleta,  Región Metropolitana; 29 sep 2023 a las 21:57;https://www.yapo.cl/vehiculos/hyundai-tucson-2017_88280852;04-10-2023 1:44;Sedán;HYUNDAI;TUCSON;Recoleta; Región Metropolitana;COREA DEL SUR
Hyundai grand i-10 2019;GRAND I10 BA PE 1.2 2019 Aire Acondicionado, Cierre centralizado, Alza vidrio, Alarma, Luces LED, Radio c/pantalla touch, Camaara de retroceso. Muy bien cuidado, Dos llaves originales, 2°dueño, papeles al día, llegar y transferir.;5900000.0;2019;47000.0;Manual  ;Maipú,  Región Metropolitana; 29 sep 2023 a las 21:42;https://www.yapo.cl/vehiculos/hyundai-grand-i-10-2019_88280803;04-10-2023 1:44;Sedán;HYUNDAI;GRAND I-10;Maipú; Región Metropolitana;COREA DEL SUR
Hyundai santa fe 2014;"SE VENDE VEHÍCULO

HYUNDAI SANTA FE AÑO 2014
MOTOR 2.2CC 4X4
BLANCA
DIESEL
CAJA AUTOMÁTICA / SECUENCIAL 
ENCENDIDO PUSH BOTON
CONTROL INTELIGENTE
CALEFACCIÓN DE ASIENTO FRIO Y CALOR
RADIO TOUCH CON BLUETOOTH
TRES CORRIDAS DE ASIENTO
CÁMARA TRASERA
ÚNICO DUEÑO
110.000 KM DE USO
DOCUMENTOS AL DÍA

CONTACTAR AL WHATSAPP Y/O CORREO ELECTRONICO (NO LLAMADAS)";9800000.0;2014;110000.0;Automático  ;Iquique,  I Tarapacá; 29 sep 2023 a las 20:46;https://www.yapo.cl/vehiculos/hyundai-santa-fe-2014_88038418;04-10-2023 1:44;Sedán;HYUNDAI;SANTA FE;Iquique; I Tarapacá;COREA DEL SUR
Hyundai Santa Fe 2.4 Gl 2wd Mt 2019;"2.4 GL 2WD MT  2019
Tenemos el mejor y más diverso stock para ti. Tenemos Autos, Camionetas y 4x4 todos con garantía por 3 meses de Motor y Caja
Aire Acondicionado, Cierre centralizado, Alza vidrio delanteros, Alzavidrios eléctricos traseros, Airbag conductor, Airbag acompanante, Frenos discos traseros#autosmayo 2.4 GL 2WD MT  2019
Tenemos el mejor y más diverso stock para ti. Tenemos Autos, Camionetas y 4x4 todos con garantía por 3 meses de Motor y Caja
Aire Acondicionado, Cierre centralizado, Alza vidrio delanteros, Alzavidrios eléctricos traseros, Airbag conductor, Airbag acompanante, Frenos discos traseros";18080000.0;2019;39000.0;Manual  ;Huechuraba,  Región Metropolitana; 29 sep 2023 a las 20:46;https://www.yapo.cl/vehiculos/hyundai-santa-fe-24-gl-2wd-mt-2019_88281725;04-10-2023 1:44;Sedán;HYUNDAI;ELANTRA;Huechuraba; Región Metropolitana;COREA DEL SUR
HYUNDAI ELANTRA, año 2014;Excelente estado a toda prueba. Sin detalles de pintura. Catalítico. Cierre centralizado y alarma. 04 airbags. Sensores todos buenos. TODOS LOS DOCUMENTOS HASTA EL 2024.SIN DEUDAS DE PARTES NI TAG. vidrios polarizados autorizados .UNICO DUEÑO. FULL EQUIPO ., MANTENCIONES AL Día. Mando al volante. Celular se conecta al vehículo.. Calienta asientos delanteros. Espejos eléctricos. Asientos de eco cuero. Frenos ABS. Pastillas recién cambiadas en las 04 ruedas. Rendimiento 25/l., cambio de aceite al dia, se entrega con estanque lleno de petróleo.  ,,una cuna , con TURBO UN AUTO MUY RAPIDO ...  OFERTAS totalmente conversable  ...SE COMPRUEBA EN AUTOFACT ...TODO REAL PARA SEGURIDAD....llegar y llevar nada mas...COMODO AMPLIO FAMILIAR...;8650000.0;2014;105000.0;Automático  ;Chiguayante,  VIII Biobío; 29 sep 2023 a las 20:16;https://www.yapo.cl/vehiculos/hyundai-elantra-ano-2014_87342313;04-10-2023 1:44;Sedán;HYUNDAI;ACCENT;Chiguayante; VIII Biobío;COREA DEL SUR
Hyundai Creta 1.5 Plus Mt 2021;"1.5 PLUS MT  2021
Tenemos el mejor y más diverso stock para ti. Tenemos Autos, Camionetas y 4x4 todos con garantía por 3 meses de Motor y Caja
Aire Acondicionado, Cierre centralizado, Alza vidrio delanteros, Alzavidrios eléctricos traseros, Airbag conductor, Airbag acompanante, Frenos discos traseros#autosmayo 1.5 PLUS MT  2021
Tenemos el mejor y más diverso stock para ti. Tenemos Autos, Camionetas y 4x4 todos con garantía por 3 meses de Motor y Caja
Aire Acondicionado, Cierre centralizado, Alza vidrio delanteros, Alzavidrios eléctricos traseros, Airbag conductor, Airbag acompanante, Frenos discos traseros";13480000.0;2021;38000.0;Manual  ;San Miguel,  Región Metropolitana; 29 sep 2023 a las 18:58;https://www.yapo.cl/vehiculos/hyundai-creta-15-plus-mt-2021_88281726;04-10-2023 1:44;Sedán;HYUNDAI;CRETA;San Miguel; Región Metropolitana;COREA DEL SUR
Hyundai santa fe gls 2.4 2016;"Evaluación de financiamiento Online.
Dependiente -> con últimas 3 liquidaciones.
Independiente -> Carpeta tributaria. 
Vehículo sin multas, documentación al día. 
Precio no incluye gastos de transferencia. 
llamada o WhatsApp para más información del vehículo.";12990000.0;2016;62400.0;Manual  ;Cerrillos,  Región Metropolitana; 29 sep 2023 a las 18:32;https://www.yapo.cl/vehiculos/hyundai-santa-fe-gls-24-2016_88279950;04-10-2023 1:44;Sedán;HYUNDAI;SANTA FE;Cerrillos; Región Metropolitana;COREA DEL SUR
Hyundai h-1 2016;"HYUNDAI H1
2016
DIESEL 2.5
PAPELES AL DIA
DIRECCION HIDRAULICA
CIERRE CENTRALIZADO
LLEGAR Y ANDAR";8850000.0;2016;165000.0;Manual  ;Maipú,  Región Metropolitana; 29 sep 2023 a las 18:29;https://www.yapo.cl/vehiculos/hyundai-h-1-2016_88279925;04-10-2023 1:44;Sedán;HYUNDAI;H-1;Maipú; Región Metropolitana;COREA DEL SUR
Hyundai accent 2016;"HYUNDAI ACCENT 
2016
FULL EQUIPO
AIRE ACONDICIONADO
CAJA SEXTA 
PAPELES AL DIA 
UNICA DUEÑA
DOS LLAVES ORIGINALES";6950000.0;2016;98000.0;Manual  ;Maipú,  Región Metropolitana; 29 sep 2023 a las 18:24;https://www.yapo.cl/vehiculos/hyundai-accent-2016_88279905;04-10-2023 1:44;Sedán;HYUNDAI;ACCENT;Maipú; Región Metropolitana;COREA DEL SUR
HYUNDAI SANTA FE 2014 gls 4x4 4wd 2.2 único dueño;"UNICO DUEÑO
IMPECABLE

CREDITO FINANCIERO
ACEPTAMOS TU AUTO EN PARTE DE PAGO";13990000.0;2014;137793.0;Automático  ;Santiago,  Región Metropolitana; 29 sep 2023 a las 17:59;https://www.yapo.cl/vehiculos/hyundai-santa-fe-2014-gls-4x4-4wd-22-unico-dueno_88279806;04-10-2023 1:44;Sedán;HYUNDAI;SANTA FE;Santiago; Región Metropolitana;COREA DEL SUR
Hyundai tucson 2018;"LLANTAS, NEBLIEROS, 2 LLAVES CONTACTO, ALZA VIDRIOS 4 PUERTAS, PANTALLA TOUCH, CAJA MECANICA CON SEXTA, MOTOR 2.0 cc, SEGUNDO DUEÑO, FRENOS ABS, RETROVISOR ABATIBLES, AIRE ACONDICIONADO, CIERRE CENTRAIZADO, ALARMA, AIR BAG.
Financiamiento desde 30% de pie, previa evaluación financiera. Te ayudamos con tu financiamiento - Forum - Falabella - Tanner PRECIO más TRANSFERENCIA y lo entregamos con Tag activado en el instante.";13980000.0;2018;84000.0;Manual  ;Maipú,  Región Metropolitana; 29 sep 2023 a las 17:56;https://www.yapo.cl/vehiculos/hyundai-tucson-2018_86939517;04-10-2023 1:44;Sedán;HYUNDAI;TUCSON;Maipú; Región Metropolitana;COREA DEL SUR
Hyundai eon 2016;vendo mi auto , soy segundo dueño ,,motor 800cc super económico , nunca chocado , dirección hidráulica , cierre centralizado ,, corta corriente, airbag , sin aire acondicionado ,, consultas al +569 49206808 ...conversable pero en persona ...;4450000.0;2016;79000.0;Manual  ;La Florida,  Región Metropolitana; 29 sep 2023 a las 17:48;https://www.yapo.cl/vehiculos/hyundai-eon-2016_88216279;04-10-2023 1:44;Sedán;HYUNDAI;EON;La Florida; Región Metropolitana;COREA DEL SUR
Hyundai tucson 2016;Suv en perfecto estado, a toda prueba, mantenciones al día, revisión tecnica a noviembre 2023, aire acondicionado, cierre centralizado, se cambia por actualización en año.;13000000.0;2016;108000.0;Manual  ;Rancagua,  VI O'Higgins; 29 sep 2023 a las 17:16;https://www.yapo.cl/vehiculos/hyundai-tucson-2016_87601556;04-10-2023 1:44;Sedán;HYUNDAI;TUCSON;Rancagua; VI O'Higgins;COREA DEL SUR
HYUNDAI TUCSON 2016 Diesel;"Hyundai Tucson CRDI 6MT año 2016 Diésel
caja manual de 6 velocidades
vehículo en óptimas condiciones
muy económico
2 dueño (mi señora y yo)
frenos ABS
llantas originales 17""
frenos de disco en las cuatro ruedas
espejos eléctricos y abatibles automáticos
sensores de retroceso
Airbag conductor y copiloto
controles en el volante
velocidad crucero
Bluetooth
solo 2 dueños(mi señora y yo)";14300000.0;2016;209000.0;Manual  ;San Vicente,  VI O'Higgins; 29 sep 2023 a las 17:12;https://www.yapo.cl/vehiculos/hyundai-tucson-2016-diesel_88279383;04-10-2023 1:44;Sedán;HYUNDAI;TUCSON;San Vicente; VI O'Higgins;COREA DEL SUR
Hyundai santa fe 2012;"Hyundai Santa Fe 

Año 2012
Motor 2.2 Diesel
4x4
Camara de retroceso
Regimen Zona Franca, unico dueño
82000 km";7200000.0;2012;82000.0;Automático  ;Coyhaique,  XI Aysén; 29 sep 2023 a las 17:07;https://www.yapo.cl/vehiculos/hyundai-santa-fe-2012_88279343;04-10-2023 1:44;Sedán;HYUNDAI;SANTA FE;Coyhaique; XI Aysén;COREA DEL SUR
Hyundai santa fe fl gls 2.4;"Vehículo de uso familiar, full equipo; aire acondicionado, cierre centralizado, alza vidrios eléctricos, con airbag, apertura a distancia, alarma, radio nueva con pantalla touch, conexión bluetooth, camara y sensores de retroceso, neumaticos excelente estado, 3 corridas de asiento, al levantar la tercera corrida queda espacio para equipaje menor. Interior excelente estado, solo detalles esteticos en exterior. Mantenciones al día.Precio conversable. Comunicarse llamadas o whatsapp.";8500000.0;2012;134414.0;Manual  ;Vallenar,  III Atacama; 29 sep 2023 a las 17:05;https://www.yapo.cl/vehiculos/hyundai-santa-fe-fl-gls-24_88279333;04-10-2023 1:44;Sedán;HYUNDAI;SANTA FE;Vallenar; III Atacama;COREA DEL SUR
Hyundai accent 2017;"LIQUIDACION !!! AUTOMOTORA PUERTO VARAS CON PRECIOS REBAJADOS !!!
OPCIONES DE COMPRA :
?? SE RECIBE VEHICULO EN PAGO !!
?? EVALUAMOS CREDITO AUTOMOTRIZ
?? VENTA AL CONTADO O CREDITO
?? SE RECIBE VEHICULO Y DIFERENCIA CON CREDITO .";7990000.0;2017;120000.0;Manual  ;Puerto Varas,  X Los Lagos; 29 sep 2023 a las 16:33;https://www.yapo.cl/vehiculos/hyundai-accent-2017_88279056;04-10-2023 1:44;Sedán;HYUNDAI;ACCENT;Puerto Varas; X Los Lagos;COREA DEL SUR
Hyundai verna 2023;"Recuperado de cia seguro 
Tuvo siniestro 
Solo 5 mil kms 
Doble airbag 
Aire acondicionado 
Pantalla frontal 
Navegador 
Llantas 
Valor liquidación al contado 
Solo WhatsApp +56982930956
Documentos al día 
Transferencia inmediata";7590000.0;2023;5000.0;Manual  ;Ñuñoa,  Región Metropolitana; 29 sep 2023 a las 16:25;https://www.yapo.cl/vehiculos/hyundai-verna-2023_88279006;04-10-2023 1:44;Sedán;HYUNDAI;VERNA;Ñuñoa; Región Metropolitana;COREA DEL SUR
Hyundai accent 2013;Documentos al día llegar y transferir , excelente estado bien cuidado , sin multas ni partes aire acondicionado;6790000.0;2013;84.0;Manual  ;Renca,  Región Metropolitana; 29 sep 2023 a las 16:08;https://www.yapo.cl/vehiculos/hyundai-accent-2013_88214558;04-10-2023 1:44;Sedán;HYUNDAI;ACCENT;Renca; Región Metropolitana;COREA DEL SUR
Hyundai Accent 1.4 Rb Gl Ac Mt 4x2 2018;"1.4 RB GL AC MT 4X2 2018
Tenemos el mejor y más diverso stock para ti. Tenemos Autos, Camionetas y 4x4 todos con garantía por 3 meses de Motor y Caja
Aire Acondicionado, Cierre centralizado, Alza vidrio delanteros, Alzavidrios eléctricos traseros, Apertura de maleta desde el interior, Airbag conductor, Airbag acompanante, Frenos discos traseros#autosmayo 1.4 RB GL AC MT 4X2 2018
Tenemos el mejor y más diverso stock para ti. Tenemos Autos, Camionetas y 4x4 todos con garantía por 3 meses de Motor y Caja
Aire Acondicionado, Cierre centralizado, Alza vidrio delanteros, Alzavidrios eléctricos traseros, Apertura de maleta desde el interior, Airbag conductor, Airbag acompanante, Frenos discos traseros";8780000.0;2018;43000.0;Manual  ;Maipú,  Región Metropolitana; 29 sep 2023 a las 16:08;https://www.yapo.cl/vehiculos/hyundai-accent-14-rb-gl-ac-mt-4x2-2018_88181522;04-10-2023 1:44;Sedán;HYUNDAI;ACCENT;Maipú; Región Metropolitana;COREA DEL SUR
Hyundai porter 2010;"Se Vende por renovación camioneta Hyundai Año 2010 en buenas condiciones , para 1700 kg cabina simple , con carrocería y rampa hidráulica cap levante 800kg , neumáticos nuevos
solo interesados llamar Cristian 
Se realiza factura por estar a nombre de Empresa , precio incluye IVA";9900000.0;2010;200000.0;Manual  ;San Pedro de la Paz,  VIII Biobío; 29 sep 2023 a las 15:56;https://www.yapo.cl/vehiculos/hyundai-porter-2010_87271622;04-10-2023 1:44;Sedán;HYUNDAI;PORTER;San Pedro de la Paz; VIII Biobío;COREA DEL SUR
Hyundai tucson 2016;"Hyundai Tucson CRDI 6MT año 2016 Diésel
caja manual de 6 velocidades
vehículo en óptimas condiciones
muy económico
2 dueño (mi señora y yo)
frenos ABS
llantas originales 17""
frenos de disco en las cuatro ruedas
espejos eléctricos y abatibles automáticos
sensores de retroceso
Airbag conductor y copiloto
controles en el volante
velocidad crucero
Bluetooth
solo 2 dueños(mi señora y yo)";14300000.0;2016;209000.0;Manual  ;San Vicente,  VI O'Higgins; 29 sep 2023 a las 15:33;https://www.yapo.cl/vehiculos/hyundai-tucson-2016_88278441;04-10-2023 1:44;Sedán;HYUNDAI;TUCSON;San Vicente; VI O'Higgins;COREA DEL SUR
Hyundai i-20 2019;Este HYUNDAI I-20 2019 esta garantizado por Autopia:Si no te gusta, puedes devolverlo en 7 dias o 300 km. Valido por 6 meses. Respaldo Derco. Consulta con nuestros ejecutivos por financiamiento para este auto;9790000.0;2019;46523.0;Manual  ;Huechuraba,  Región Metropolitana; 29 sep 2023 a las 15:14;https://www.yapo.cl/vehiculos/hyundai-i-20-2019_87996312;04-10-2023 1:44;Sedán;HYUNDAI;I-20;Huechuraba; Región Metropolitana;COREA DEL SUR
Hyundai tucson 2021;"Hyundai Tucson 2021 
Un dueño 
30.000 KM 
Motor 2.0 con cadena de distribución 
mecánico 
Cámara  y pantalla 
Airbags 
Alza vidrios 
Frenos ABS 
Perfecto estado 
Sin partes ni multas";15390000.0;2021;30000.0;Manual  ;San Fernando,  VI O'Higgins; 29 sep 2023 a las 14:40;https://www.yapo.cl/vehiculos/hyundai-tucson-2021_88278074;04-10-2023 1:44;Sedán;HYUNDAI;TUCSON;San Fernando; VI O'Higgins;COREA DEL SUR
Hyundai accent 2022;"Compra tu auto 100% online. Despachos dentro de la RM y Regiones. Solicita más información.

 En Excelente Estado.
 1 Dueño.
 2 Llaves.
 Servicios Realizados al Día Mixtos.

Contáctanos y agenda tu visita.
Motor 1.600cc.
Transmisión Automática.
Comandos Al Volante.
Control Crucero.
Radio Bluetooth con Apple CarPlay/Android Auto.
Sensores y Cámara de Retroceso.
Aire Acondicionado.
Alzavidrios y Espejos Retrovisores Eléctricos Abatibles.

Tarjeta de credito y financiamiento con un 20% de pie.
Recibimos tu auto. Visita Tevendemoselauto .cl";12990000.0;2022;30000.0;Automático  ;Las Condes,  Región Metropolitana; 29 sep 2023 a las 13:17;https://www.yapo.cl/vehiculos/hyundai-accent-2022_88277515;04-10-2023 1:44;Sedán;HYUNDAI;ACCENT;Las Condes; Región Metropolitana;COREA DEL SUR
Hyundai accent 2021;VENDO POR NO USO...ESTA NUEVO...LLAMAR  AL  fono  VISITAS COORDINADAS COMUNA DE RECOLETA ... ESTA EN EXCELENTE  ESTADO TODO LOS PAPELES AL DÍA PRECIO CONVERSABLE;10680000.0;2021;23000.0;Manual  ;Recoleta,  Región Metropolitana; 29 sep 2023 a las 12:55;https://www.yapo.cl/vehiculos/hyundai-accent-2021_88277374;04-10-2023 1:45;Sedán;HYUNDAI;ACCENT;Recoleta; Región Metropolitana;COREA DEL SUR
Hyundai creta 1.5 mt value 2023;COLOR: GRIS COMO NUEVO - OPORTUNIDAD - MUY BUENO;16390000.0;2023;6181.0;Manual  ;Providencia,  Región Metropolitana; 29 sep 2023 a las 12:30;https://www.yapo.cl/vehiculos/hyundai-creta-15-mt-value-2023_88072609;04-10-2023 1:45;Sedán;HYUNDAI;CRETA;Providencia; Región Metropolitana;COREA DEL SUR
Taxi Hyundai Accent 2016;Por cambio de giro excelente estado año 2016 ful equipo aire acondicionado;9800000.0;2016;250000.0;Manual  ;San Ramón,  Región Metropolitana; 29 sep 2023 a las 12:27;https://www.yapo.cl/vehiculos/taxi-hyundai-accent-2016_88277214;04-10-2023 1:45;Sedán;HYUNDAI;ACCENT;San Ramón; Región Metropolitana;COREA DEL SUR
